discovered_from,listing_title,listing_date,item_url,final_url,canonical_url,article_title,publication_date,date_source,date_confidence,body_chars,named_partners,named_products,network_signal_type,network_layer,deployment_scope,content_role,strategic_priority_score,item_level_verified,publication_date_verified,body_verified,recent_item_eligible,claude_eligible,duplicate_status,rejection_reason,checked_at,taxonomy_status,taxonomy_confidence,taxonomy_method,dataset_role,production_recent_eligible
Mastercard Legacy Newsroom Press,TD helps its MBNA cardholders support funding reforestation efforts in Canada through the Priceless Planet Coalition,2024-12-03,https://newsroom.mastercard.com/news/press/2024/december/td-helps-its-mbna-cardholders-support-funding-reforestation-efforts-in-canada-through-the-priceless-planet-coalition/,https://newsroom.mastercard.com/news/press/2024/december/td-helps-its-mbna-cardholders-support-funding-reforestation-efforts-in-canada-through-the-priceless-planet-coalition/,https://www.mastercard.com/news/press/2024/december/td-helps-its-mbna-cardholders-support-funding-reforestation-efforts-in-canada-through-the-priceless-planet-coalition/,TD helps its MBNA cardholders support funding reforestation efforts in Canada through the Priceless Planet Coalition,2024-12-03,publication_date,Yüksek,5455,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard SpendingPulse: U.S. Black Friday retail sales up +3.4% vs. last year,2024-11-30,https://newsroom.mastercard.com/news/press/2024/november/mastercard-spendingpulse-us-black-friday-retail-sales-up-3-4-vs-last-year/,https://newsroom.mastercard.com/news/press/2024/november/mastercard-spendingpulse-us-black-friday-retail-sales-up-3-4-vs-last-year/,https://www.mastercard.com/news/press/2024/november/mastercard-spendingpulse-us-black-friday-retail-sales-up-3-4-vs-last-year/,Mastercard SpendingPulse: U.S. Black Friday retail sales up +3.4% vs. last year,2024-11-30,publication_date,Yüksek,4261,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard empowers small businesses with magical shopping experience,2024-11-25,https://newsroom.mastercard.com/news/press/2024/november/mastercard-empowers-small-businesses-with-magical-shopping-experience/,https://newsroom.mastercard.com/news/press/2024/november/mastercard-empowers-small-businesses-with-magical-shopping-experience/,https://www.mastercard.com/news/press/2024/november/mastercard-empowers-small-businesses-with-magical-shopping-experience/,Mastercard empowers small businesses with magical shopping experience,2024-11-25,publication_date,Yüksek,5097,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard’s MTN connects to J.P. Morgan’s Kinexys Digital Payments for settlement,2024-11-21,https://newsroom.mastercard.com/news/press/2024/november/mastercard-s-mtn-connects-to-j-p-morgan-s-kinexys-digital-payments-for-settlement/,https://newsroom.mastercard.com/news/press/2024/november/mastercard-s-mtn-connects-to-j-p-morgan-s-kinexys-digital-payments-for-settlement/,https://www.mastercard.com/news/press/2024/november/mastercard-s-mtn-connects-to-j-p-morgan-s-kinexys-digital-payments-for-settlement/,Mastercard’s MTN connects to J.P. Morgan’s Kinexys Digital Payments for settlement,2024-11-21,publication_date,Yüksek,2849,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Unwrapping 2024 Canadian holiday shopping trends,2024-11-20,https://newsroom.mastercard.com/news/press/2024/november/unwrapping-2024-canadian-holiday-shopping-trends/,https://newsroom.mastercard.com/news/press/2024/november/unwrapping-2024-canadian-holiday-shopping-trends/,https://www.mastercard.com/news/press/2024/november/unwrapping-2024-canadian-holiday-shopping-trends/,Unwrapping 2024 Canadian holiday shopping trends,2024-11-20,publication_date,Yüksek,4290,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard extends live music footprint with new U.S. benefits for cardholders,2024-11-14,https://newsroom.mastercard.com/news/press/2024/november/mastercard-extends-live-music-footprint-with-new-u-s-benefits-for-cardholders/,https://newsroom.mastercard.com/news/press/2024/november/mastercard-extends-live-music-footprint-with-new-u-s-benefits-for-cardholders/,https://www.mastercard.com/news/press/2024/november/mastercard-extends-live-music-footprint-with-new-u-s-benefits-for-cardholders/,Mastercard extends live music footprint with new U.S. benefits for cardholders,2024-11-14,publication_date,Yüksek,2804,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard reinvents checkout with password and number free payments,2024-11-13,https://newsroom.mastercard.com/news/press/2024/november/mastercard-reinvents-checkout-with-password-and-number-free-payments/,https://newsroom.mastercard.com/news/press/2024/november/mastercard-reinvents-checkout-with-password-and-number-free-payments/,https://www.mastercard.com/news/press/2024/november/mastercard-reinvents-checkout-with-password-and-number-free-payments/,Mastercard reinvents checkout with password and number free payments,2024-11-13,publication_date,Yüksek,5343,,Click to Pay,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard to supercharge small business operations through new innovative platform,2024-11-12,https://newsroom.mastercard.com/news/press/2024/november/mastercard-to-supercharge-small-business-operations-through-new-innovative-platform/,https://newsroom.mastercard.com/news/press/2024/november/mastercard-to-supercharge-small-business-operations-through-new-innovative-platform/,https://www.mastercard.com/news/press/2024/november/mastercard-to-supercharge-small-business-operations-through-new-innovative-platform/,Mastercard to supercharge small business operations through new innovative platform,2024-11-12,publication_date,Yüksek,6209,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,TheFork and Mastercard join forces to enhance culinary experiences for cardholders,2024-11-06,https://newsroom.mastercard.com/news/press/2024/november/thefork-and-mastercard-join-forces-to-enhance-culinary-experiences-for-cardholders/,https://newsroom.mastercard.com/news/press/2024/november/thefork-and-mastercard-join-forces-to-enhance-culinary-experiences-for-cardholders/,https://www.mastercard.com/news/press/2024/november/thefork-and-mastercard-join-forces-to-enhance-culinary-experiences-for-cardholders/,TheFork and Mastercard join forces to enhance culinary experiences for cardholders,2024-11-06,publication_date,Yüksek,5033,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,"Mastercard joins Buna, the Arab Regional Payment System",2024-11-06,https://newsroom.mastercard.com/news/press/2024/november/mastercard-joins-buna-the-arab-regional-payment-system/,https://newsroom.mastercard.com/news/press/2024/november/mastercard-joins-buna-the-arab-regional-payment-system/,https://www.mastercard.com/news/press/2024/november/mastercard-joins-buna-the-arab-regional-payment-system/,"Mastercard joins Buna, the Arab Regional Payment System",2024-11-06,publication_date,Yüksek,5530,,Mastercard Move,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard launches Pay Local to empower digital wallet providers with new ways to pay,2024-11-05,https://newsroom.mastercard.com/news/press/2024/november/mastercard-launches-pay-local-to-empower-digital-wallet-providers-with-new-ways-to-pay/,https://newsroom.mastercard.com/news/press/2024/november/mastercard-launches-pay-local-to-empower-digital-wallet-providers-with-new-ways-to-pay/,https://www.mastercard.com/news/press/2024/november/mastercard-launches-pay-local-to-empower-digital-wallet-providers-with-new-ways-to-pay/,Mastercard launches Pay Local to empower digital wallet providers with new ways to pay,2024-11-05,publication_date,Yüksek,5228,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard launches new gen AI digital assistant capabilities to enhance customer value,2024-10-29,https://newsroom.mastercard.com/news/press/2024/october/mastercard-launches-new-gen-ai-digital-assistant-capabilities-to-enhance-customer-value/,https://newsroom.mastercard.com/news/press/2024/october/mastercard-launches-new-gen-ai-digital-assistant-capabilities-to-enhance-customer-value/,https://www.mastercard.com/news/press/2024/october/mastercard-launches-new-gen-ai-digital-assistant-capabilities-to-enhance-customer-value/,Mastercard launches new gen AI digital assistant capabilities to enhance customer value,2024-10-29,publication_date,Yüksek,3121,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard unveils Bill Qkr to streamline and enhance the way bills are paid,2024-10-28,https://newsroom.mastercard.com/news/press/2024/october/mastercard-unveils-bill-qkr-to-streamline-and-enhance-the-way-bills-are-paid/,https://newsroom.mastercard.com/news/press/2024/october/mastercard-unveils-bill-qkr-to-streamline-and-enhance-the-way-bills-are-paid/,https://www.mastercard.com/news/press/2024/october/mastercard-unveils-bill-qkr-to-streamline-and-enhance-the-way-bills-are-paid/,Mastercard unveils Bill Qkr to streamline and enhance the way bills are paid,2024-10-28,publication_date,Yüksek,7881,,Click to Pay,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard is expanding its US Installments Program to provide more payment flexibility at checkout,2024-10-25,https://newsroom.mastercard.com/news/press/2024/october/mastercard-is-expanding-its-us-installments-program-to-provide-more-payment-flexibility-at-checkout/,https://newsroom.mastercard.com/news/press/2024/october/mastercard-is-expanding-its-us-installments-program-to-provide-more-payment-flexibility-at-checkout/,https://www.mastercard.com/news/press/2024/october/mastercard-is-expanding-its-us-installments-program-to-provide-more-payment-flexibility-at-checkout/,Mastercard is expanding its US Installments Program to provide more payment flexibility at checkout,2024-10-25,publication_date,Yüksek,5435,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard expands Product Express platform to help fintechs accelerate the launch of new card programs and other payment solutions,2024-10-24,https://newsroom.mastercard.com/news/press/2024/october/mastercard-expands-product-express-platform-to-help-fintechs-accelerate-the-launch-of-new-card-programs-and-other-payment-solutions/,https://newsroom.mastercard.com/news/press/2024/october/mastercard-expands-product-express-platform-to-help-fintechs-accelerate-the-launch-of-new-card-programs-and-other-payment-solutions/,https://www.mastercard.com/news/press/2024/october/mastercard-expands-product-express-platform-to-help-fintechs-accelerate-the-launch-of-new-card-programs-and-other-payment-solutions/,Mastercard expands Product Express platform to help fintechs accelerate the launch of new card programs and other payment solutions,2024-10-24,publication_date,Yüksek,4122,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard at Money 20/20: Innovating at the speed of business,2024-10-22,https://newsroom.mastercard.com/news/press/2024/october/mastercard-at-money-20-20-innovating-at-the-speed-of-business/,https://newsroom.mastercard.com/news/press/2024/october/mastercard-at-money-20-20-innovating-at-the-speed-of-business/,https://www.mastercard.com/news/press/2024/october/mastercard-at-money-20-20-innovating-at-the-speed-of-business/,Mastercard at Money 20/20: Innovating at the speed of business,2024-10-22,publication_date,Yüksek,6468,,Click to Pay; stablecoin,Aktarılabilir Mastercard Kabiliyeti,Dijital Varlıklar / Stablecoin,Global,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Provisional,Orta,deterministic_high_precision,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard transforms cross-border payments for banks with industry-first innovation,2024-10-21,https://newsroom.mastercard.com/news/press/2024/october/mastercard-transforms-cross-border-payments-for-banks-with-industry-first-innovation/,https://newsroom.mastercard.com/news/press/2024/october/mastercard-transforms-cross-border-payments-for-banks-with-industry-first-innovation/,https://www.mastercard.com/news/press/2024/october/mastercard-transforms-cross-border-payments-for-banks-with-industry-first-innovation/,Mastercard transforms cross-border payments for banks with industry-first innovation,2024-10-21,publication_date,Yüksek,4532,,Mastercard Move,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard expands the Priceless Planet Coalition's portfolio of restoration sites,2024-10-21,https://newsroom.mastercard.com/news/press/2024/october/mastercard-expands-the-priceless-planet-coalition-s-portfolio-of-restoration-sites/,https://newsroom.mastercard.com/news/press/2024/october/mastercard-expands-the-priceless-planet-coalition-s-portfolio-of-restoration-sites/,https://www.mastercard.com/news/press/2024/october/mastercard-expands-the-priceless-planet-coalition-s-portfolio-of-restoration-sites/,Mastercard expands the Priceless Planet Coalition's portfolio of restoration sites,2024-10-21,publication_date,Yüksek,10974,Amazon,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,"Mastercard debuts new open banking-powered tools that put consumers in control of their data, safely and securely",2024-10-18,https://newsroom.mastercard.com/news/press/2024/october/mastercard-debuts-new-open-banking-powered-tools-that-put-consumers-in-control-of-their-data-safely-and-securely/,https://newsroom.mastercard.com/news/press/2024/october/mastercard-debuts-new-open-banking-powered-tools-that-put-consumers-in-control-of-their-data-safely-and-securely/,https://www.mastercard.com/news/press/2024/october/mastercard-debuts-new-open-banking-powered-tools-that-put-consumers-in-control-of-their-data-safely-and-securely/,"Mastercard debuts new open banking-powered tools that put consumers in control of their data, safely and securely",2024-10-18,publication_date,Yüksek,5609,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Citi and Mastercard join forces to transform global cross-border payments,2024-10-10,https://newsroom.mastercard.com/news/press/2024/october/citi-and-mastercard-join-forces-to-transform-global-cross-border-payments/,https://newsroom.mastercard.com/news/press/2024/october/citi-and-mastercard-join-forces-to-transform-global-cross-border-payments/,https://www.mastercard.com/news/press/2024/october/citi-and-mastercard-join-forces-to-transform-global-cross-border-payments/,Citi and Mastercard join forces to transform global cross-border payments,2024-10-10,publication_date,Yüksek,4973,,Mastercard Move,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard spotlights cybersecurity awareness and education with true-crime podcasts to mark Cybersecurity Awareness Month,2024-10-03,https://newsroom.mastercard.com/news/press/2024/october/mastercard-spotlights-cybersecurity-awareness-and-education-with-true-crime-podcasts-to-mark-cybersecurity-awareness-month/,https://newsroom.mastercard.com/news/press/2024/october/mastercard-spotlights-cybersecurity-awareness-and-education-with-true-crime-podcasts-to-mark-cybersecurity-awareness-month/,https://www.mastercard.com/news/press/2024/october/mastercard-spotlights-cybersecurity-awareness-and-education-with-true-crime-podcasts-to-mark-cybersecurity-awareness-month/,Mastercard spotlights cybersecurity awareness and education with true-crime podcasts to mark Cybersecurity Awareness Month,2024-10-03,publication_date,Yüksek,5958,,,Aktarılabilir Mastercard Kabiliyeti,Fraud ve Siber Güvenlik,Global,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Provisional,Orta,deterministic_high_precision,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard launches new benefits in support of Canadian small businesses,2024-10-01,https://newsroom.mastercard.com/news/press/2024/october/mastercard-launches-new-benefits-in-support-of-canadian-small-businesses/,https://newsroom.mastercard.com/news/press/2024/october/mastercard-launches-new-benefits-in-support-of-canadian-small-businesses/,https://www.mastercard.com/news/press/2024/october/mastercard-launches-new-benefits-in-support-of-canadian-small-businesses/,Mastercard launches new benefits in support of Canadian small businesses,2024-10-01,publication_date,Yüksek,9485,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard and KaiOS partner to simplify acceptance for millions of SMEs in emerging markets,2024-09-25,https://newsroom.mastercard.com/news/press/2024/september/mastercard-and-kaios-partner-to-simplify-acceptance-for-millions-of-smes-in-emerging-markets/,https://newsroom.mastercard.com/news/press/2024/september/mastercard-and-kaios-partner-to-simplify-acceptance-for-millions-of-smes-in-emerging-markets/,https://www.mastercard.com/news/press/2024/september/mastercard-and-kaios-partner-to-simplify-acceptance-for-millions-of-smes-in-emerging-markets/,Mastercard and KaiOS partner to simplify acceptance for millions of SMEs in emerging markets,2024-09-25,publication_date,Yüksek,5621,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard expands first-of-its-kind AI technology to help banks protect more consumers from scams in real time,2024-09-24,https://newsroom.mastercard.com/news/press/2024/september/mastercard-expands-first-of-its-kind-ai-technology-to-help-banks-protect-more-consumers-from-scams-in-real-time/,https://newsroom.mastercard.com/news/press/2024/september/mastercard-expands-first-of-its-kind-ai-technology-to-help-banks-protect-more-consumers-from-scams-in-real-time/,https://www.mastercard.com/news/press/2024/september/mastercard-expands-first-of-its-kind-ai-technology-to-help-banks-protect-more-consumers-from-scams-in-real-time/,Mastercard expands first-of-its-kind AI technology to help banks protect more consumers from scams in real time,2024-09-24,publication_date,Yüksek,3063,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,"Mastercard expands support for Canadian entrepreneurs with Mastercard x Pier Five Small Business Fund, now open for 2024 applicants",2024-09-18,https://newsroom.mastercard.com/news/press/2024/september/mastercard-expands-support-for-canadian-entrepreneurs-with-mastercard-x-pier-five-small-business-fund-now-open-for-2024-applicants/,https://newsroom.mastercard.com/news/press/2024/september/mastercard-expands-support-for-canadian-entrepreneurs-with-mastercard-x-pier-five-small-business-fund-now-open-for-2024-applicants/,https://www.mastercard.com/news/press/2024/september/mastercard-expands-support-for-canadian-entrepreneurs-with-mastercard-x-pier-five-small-business-fund-now-open-for-2024-applicants/,"Mastercard expands support for Canadian entrepreneurs with Mastercard x Pier Five Small Business Fund, now open for 2024 applicants",2024-09-18,publication_date,Yüksek,5790,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Update regarding Chief Financial Officer for Mastercard,2024-09-16,https://newsroom.mastercard.com/news/press/2024/september/update-regarding-chief-financial-officer-for-mastercard/,https://newsroom.mastercard.com/news/press/2024/september/update-regarding-chief-financial-officer-for-mastercard/,https://www.mastercard.com/news/press/2024/september/update-regarding-chief-financial-officer-for-mastercard/,Update regarding Chief Financial Officer for Mastercard,2024-09-16,publication_date,Yüksek,633,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard invests in continued defense of global digital economy with acquisition of Recorded Future,2024-09-12,https://newsroom.mastercard.com/news/press/2024/september/mastercard-invests-in-continued-defense-of-global-digital-economy-with-acquisition-of-recorded-future/,https://newsroom.mastercard.com/news/press/2024/september/mastercard-invests-in-continued-defense-of-global-digital-economy-with-acquisition-of-recorded-future/,https://www.mastercard.com/news/press/2024/september/mastercard-invests-in-continued-defense-of-global-digital-economy-with-acquisition-of-recorded-future/,Mastercard invests in continued defense of global digital economy with acquisition of Recorded Future,2024-09-12,publication_date,Yüksek,7780,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,"Mastercard selects India for the global launch of its Payment Passkey Service, accelerating secure online checkout for millions of shoppers",2024-08-29,https://newsroom.mastercard.com/news/press/2024/august/mastercard-selects-india-for-the-global-launch-of-its-payment-passkey-service-accelerating-secure-online-checkout-for-millions-of-shoppers/,https://newsroom.mastercard.com/news/press/2024/august/mastercard-selects-india-for-the-global-launch-of-its-payment-passkey-service-accelerating-secure-online-checkout-for-millions-of-shoppers/,https://www.mastercard.com/news/press/2024/august/mastercard-selects-india-for-the-global-launch-of-its-payment-passkey-service-accelerating-secure-online-checkout-for-millions-of-shoppers/,"Mastercard selects India for the global launch of its Payment Passkey Service, accelerating secure online checkout for millions of shoppers",2024-08-29,publication_date,Yüksek,7389,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Helping more individuals and small businesses benefit from the digital economy through Mastercard Open Banking,2024-08-13,https://newsroom.mastercard.com/news/press/2024/august/helping-more-individuals-and-small-businesses-benefit-from-the-digital-economy-through-mastercard-open-banking/,https://newsroom.mastercard.com/news/press/2024/august/helping-more-individuals-and-small-businesses-benefit-from-the-digital-economy-through-mastercard-open-banking/,https://www.mastercard.com/news/press/2024/august/helping-more-individuals-and-small-businesses-benefit-from-the-digital-economy-through-mastercard-open-banking/,Helping more individuals and small businesses benefit from the digital economy through Mastercard Open Banking,2024-08-13,publication_date,Yüksek,5227,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,"Mastercard and WestJet announce the launch of the Priceless Platform in Canada, offering cardholders exclusive, always-on access to Priceless experiences",2024-08-08,https://newsroom.mastercard.com/news/press/2024/august/mastercard-and-westjet-announce-the-launch-of-the-priceless-platform-in-canada-offering-cardholders-exclusive-always-on-access-to-priceless-experiences/,https://newsroom.mastercard.com/news/press/2024/august/mastercard-and-westjet-announce-the-launch-of-the-priceless-platform-in-canada-offering-cardholders-exclusive-always-on-access-to-priceless-experiences/,https://www.mastercard.com/news/press/2024/august/mastercard-and-westjet-announce-the-launch-of-the-priceless-platform-in-canada-offering-cardholders-exclusive-always-on-access-to-priceless-experiences/,"Mastercard and WestJet announce the launch of the Priceless Platform in Canada, offering cardholders exclusive, always-on access to Priceless experiences",2024-08-08,publication_date,Yüksek,4697,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard joins forces with McLaren Racing Formula 1 Team,2024-07-24,https://newsroom.mastercard.com/news/press/2024/july/mastercard-joins-forces-with-mclaren-racing-formula-1-team/,https://newsroom.mastercard.com/news/press/2024/july/mastercard-joins-forces-with-mclaren-racing-formula-1-team/,https://www.mastercard.com/news/press/2024/july/mastercard-joins-forces-with-mclaren-racing-formula-1-team/,Mastercard joins forces with McLaren Racing Formula 1 Team,2024-07-24,publication_date,Yüksek,3724,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,"Expedia Group, Wells Fargo, and Mastercard announce new suite of One Key credit cards",2024-07-12,https://newsroom.mastercard.com/news/press/2024/july/expedia-group-wells-fargo-and-mastercard-announce-new-suite-of-one-key-credit-cards/,https://newsroom.mastercard.com/news/press/2024/july/expedia-group-wells-fargo-and-mastercard-announce-new-suite-of-one-key-credit-cards/,https://www.mastercard.com/news/press/2024/july/expedia-group-wells-fargo-and-mastercard-announce-new-suite-of-one-key-credit-cards/,"Expedia Group, Wells Fargo, and Mastercard announce new suite of One Key credit cards",2024-07-12,publication_date,Yüksek,8061,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard and the Medical Tourism Association join forces to revolutionize cross-border health care payments,2024-07-10,https://newsroom.mastercard.com/news/press/2024/july/mastercard-and-the-medical-tourism-association-join-forces-to-revolutionize-cross-border-health-care-payments/,https://newsroom.mastercard.com/news/press/2024/july/mastercard-and-the-medical-tourism-association-join-forces-to-revolutionize-cross-border-health-care-payments/,https://www.mastercard.com/news/press/2024/july/mastercard-and-the-medical-tourism-association-join-forces-to-revolutionize-cross-border-health-care-payments/,Mastercard and the Medical Tourism Association join forces to revolutionize cross-border health care payments,2024-07-10,publication_date,Yüksek,7874,TIPS,TIPS; virtual card,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard taps into the power of social media to support Stand Up To Cancer,2024-06-17,https://newsroom.mastercard.com/news/press/2024/june/mastercard-taps-into-the-power-of-social-media-to-support-stand-up-to-cancer/,https://newsroom.mastercard.com/news/press/2024/june/mastercard-taps-into-the-power-of-social-media-to-support-stand-up-to-cancer/,https://www.mastercard.com/news/press/2024/june/mastercard-taps-into-the-power-of-social-media-to-support-stand-up-to-cancer/,Mastercard taps into the power of social media to support Stand Up To Cancer,2024-06-17,publication_date,Yüksek,5292,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard and Beijing Municipal Bureau of Culture and Tourism unveil enhanced Priceless Beijing,2024-06-13,https://newsroom.mastercard.com/news/press/2024/june/mastercard-and-beijing-municipal-bureau-of-culture-and-tourism-unveil-enhanced-priceless-beijing/,https://newsroom.mastercard.com/news/press/2024/june/mastercard-and-beijing-municipal-bureau-of-culture-and-tourism-unveil-enhanced-priceless-beijing/,https://www.mastercard.com/news/press/2024/june/mastercard-and-beijing-municipal-bureau-of-culture-and-tourism-unveil-enhanced-priceless-beijing/,Mastercard and Beijing Municipal Bureau of Culture and Tourism unveil enhanced Priceless Beijing,2024-06-13,publication_date,Yüksek,8905,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
