source_id,tier,institution_id,institution_name,source_name,source_type,url,collection_method,update_frequency,reliability_level,strategic_themes,active,notes,extraction_mode,coverage_scope,coverage_priority,sme_relevance,source_validation_status,collector_capability,mvp_active,claude_eligible,mvp_status,customer_segment,institution_group,display_name,legal_name,exclusion_reason,last_validated_at,institution_type,strategic_partner_priority,official_source_valid,collector_accessible,extraction_structurally_valid,monitoring_mode,weekly_collection_enabled,source_recovery_status,retry_cadence,next_retry_at,consecutive_access_denied,last_access_denied_at,last_success_at,source_recovery_representative,blocked_status_notes
REG-063,Tier 1,qnb_finansbank,QNB Finansbank,QNB KOBİ POS Çözümleri,Resmi Kampanya Sayfası,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri,static_scrape,Weekly,Yüksek,Ödemeler ve POS; KOBİ; Tahsilat,True,QNB official SME POS solutions page; monitored for dated campaign/detail links.,both,KOBİ Rakip Banka,Existing,Yüksek,Legacy active weekly source,static_scrape,True,,,,,,,,,,,,,,,,,,,,,,,
REG-064,Tier 1,qnb_finansbank,QNB Finansbank,QNB POS,Resmi Kampanya Sayfası,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri/pos,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat,True,QNB POS product page; monitored for campaign/detail links.,both,KOBİ Rakip Banka,Existing,Yüksek,Legacy active weekly source,static_scrape,True,,,,,,,,,,,,,,,,,,,,,,,
REG-065,Tier 1,qnb_finansbank,QNB Finansbank,QNB Yazar Kasa POS,Resmi Kampanya Sayfası,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri/yazar-kasa-pos,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat,True,QNB cash register POS page; monitored for campaign/detail links.,both,KOBİ Rakip Banka,Existing,Yüksek,Legacy active weekly source,static_scrape,True,,,,,,,,,,,,,,,,,,,,,,,
REG-066,Tier 1,qnb_finansbank,QNB Finansbank,QNB KOBİ Kredileri,Resmi Kampanya Sayfası,https://www.qnb.com.tr/kobi-kredileri,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Nakit Yönetimi; Kampanyalar,True,QNB SME loans page; monitored only when dated development links are present.,both,KOBİ Rakip Banka,Existing,Yüksek,Legacy active weekly source,static_scrape,True,,,,,,,,,,,,,,,,,,,,,,,
REG-067,Tier 1,qnb_finansbank,QNB Finansbank,QNB KOBİ Rahat,Resmi Kampanya Sayfası,https://www.qnb.com.tr/kobi-rahat,static_scrape,Weekly,Yüksek,Dijital KOBİ Yolculuğu; KOBİ Kredileri; Kampanyalar,True,QNB KOBİ Rahat page; monitored for dated product/campaign developments.,both,KOBİ Rakip Banka,Existing,Yüksek,Legacy active weekly source,static_scrape,True,,,,,,,,,,,,,,,,,,,,,,,
REG-068,Tier 1,qnb_finansbank,QNB Finansbank,QNB KOBİ Ticari Kredi Kartları,Resmi Kampanya Sayfası,https://www.qnb.com.tr/kobi-ticari-kredi-kartlari,static_scrape,Weekly,Yüksek,Ticari Kartlar; KOBİ; Kampanyalar,True,QNB official SME commercial credit cards page; monitored for dated campaign/detail links.,both,KOBİ Rakip Banka,Existing,Yüksek,Legacy active weekly source,static_scrape,True,,,,,,,,,,,,,,,,,,,,,,,
REG-069,Tier 1,visa,Visa,Visa Türkiye KOBİ Araçları,Resmi Kampanya Sayfası,https://www.visa.com.tr/run-your-business/small-business-tools.html,static_scrape,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; KOBİ; Gömülü Finans,True,Visa Türkiye official SME tools page; permanent capability page monitored as benchmark context rather than recent-development feed.,benchmark_fact,Global Ödeme Ağı,Current,Yüksek,Not checked,static_scrape,False,,,,,,,,,,,,,,,,,,,,,,,
REG-070,Tier 1,visa,Visa,Visa Global Newsroom,Resmi Basın Bülteni Sayfası,https://usa.visa.com/about-visa/newsroom.html,static_scrape,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; KOBİ; Gömülü Finans,True,Visa official newsroom surface for payment ecosystem and SME signals.,weekly_development,Global Ödeme Ağı,Current,Yüksek,Legacy active weekly source,static_scrape,True,,,,,,,,,,,,,,,,,,,,,,,
REG-071,Tier 1,mastercard,Mastercard,Mastercard EEMEA Newsroom,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/eemea/en/newsroom/,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
REG-072,Tier 1,mastercard,Mastercard,Mastercard EEMEA News Briefs,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/eemea/en/newsroom/news-briefs/,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
REG-073,Tier 1,mastercard,Mastercard,Mastercard EEMEA Perspectives,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/eemea/en/perspectives/,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
REG-074,Tier 1,bkm,BKM,BKM Basın Bültenleri,Sektör Birliği,https://bkm.com.tr/basin-bultenleri/,manual,Weekly,Yüksek,Ödemeler ve POS; TROY; Regülasyon; İş Birlikleri,False,Disabled for static collector: BKM page returns a small JS/app shell with no useful static links; requires browser or JS-aware collection.,weekly_development,Regülasyon / Haber,Existing,Orta,Manual source,manual,False,,,,,,,,,,,,,,,,,,,,,,,
REG-075,Tier 1,bkm,BKM,BKM Haberler,Sektör Birliği,https://bkm.com.tr/haberler/,manual,Weekly,Yüksek,Ödemeler ve POS; TROY; Regülasyon; İş Birlikleri,False,Disabled for static collector: BKM page returns a small JS/app shell with no useful static links; requires browser or JS-aware collection.,weekly_development,Regülasyon / Haber,Existing,Orta,Manual source,manual,False,,,,,,,,,,,,,,,,,,,,,,,
REG-076,Tier 1,bkm,BKM,BKM Duyurular,Sektör Birliği,https://bkm.com.tr/duyurular/,manual,Weekly,Yüksek,Ödemeler ve POS; TROY; Regülasyon; İş Birlikleri,False,Disabled for static collector: BKM page returns a small JS/app shell with no useful static links; requires browser or JS-aware collection.,weekly_development,Regülasyon / Haber,Existing,Orta,Manual source,manual,False,,,,,,,,,,,,,,,,,,,,,,,
REG-077,Tier 1,troy,TROY,TROY Haberler,Sektör Birliği,https://www.troyodeme.com/haberler/,manual,Weekly,Yüksek,TROY; Ödemeler ve POS; Yerel Kart Şeması; İş Birlikleri,False,Disabled for static collector: validation returned 404; keep as manual placeholder until official news URL is confirmed.,weekly_development,Regülasyon / Haber,Existing,Orta,Manual source,manual,False,,,,,,,,,,,,,,,,,,,,,,,
REG-078,Tier 1,alternatif_bank,Alternatif Bank,Alternatif Bank Basın Odası,Resmi Basın Bülteni Sayfası,https://www.alternatifbank.com.tr/hakkimizda/basin-odasi,manual,Weekly,Yüksek,İş Birlikleri; Kampanyalar; KOBİ Kredileri; Ödemeler ve POS,False,"Dated source surface detected; page_date_count=1, dated_link_count=0.",manual,KOBİ Rakip Banka,A,Orta,Item-level discovery failed,manual,False,,,,,,,Batch A item-level dry-run found only navigation/category links; detailed press list REG-118 is the active weekly source.,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-079,Tier 1,alternatif_bank,Alternatif Bank,Alternatif Bank Kampanyalar,Resmi Kampanya Sayfası,https://www.alternatifbank.com.tr/kampanyalar,manual,Weekly,Yüksek,Kampanyalar; KOBİ; Ticari Kartlar; POS,False,"Dated source surface detected; page_date_count=1, dated_link_count=0.",manual,KOBİ Rakip Banka,A,Orta,Item-level discovery failed,manual,False,,,,,,,Batch A campaign listing did not expose reliable dated KOBİ/commercial item URLs in static discovery.,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-080,Tier 1,denizbank,DenizBank,DenizBank Medya Merkezi / Basında DenizBank,Resmi Basın Bülteni Sayfası,https://www.denizbank.com/hakkimizda/medya-merkezi/basinda-denizbank,manual,Weekly,Yüksek,İş Birlikleri; Kampanyalar; KOBİ Kredileri; Ödemeler ve POS,False,"Dated source surface detected; page_date_count=30, dated_link_count=0.",manual,KOBİ Rakip Banka,A,Yüksek,Item-level discovery failed,manual,False,,,,,,,"Batch A item-level dry-run found static page/nav/retail links, not reliable DenizBank media item URLs; stop before Claude.",2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-081,Tier 1,denizbank,DenizBank,DenizBank Kampanyalar,Resmi Kampanya Sayfası,https://www.denizbank.com/kampanya,manual,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,manual,KOBİ Rakip Banka,A,Yüksek,Disabled by Batch A exact-source review,manual,False,,,,,,,Not approved by focused Batch A exact URL validation.,2026-06-25T11:48:37.558536+00:00,,,,,,,,,,,,,,,
REG-082,Tier 1,denizbank,DenizBank,DenizBank POS Ürünleri,Resmi POS Sayfası,https://www.denizbank.com/isim-icin/kobi-bankaciligi/uye-isyeri-ve-pos-islemleri/pos-urunleri,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-083,Tier 1,ing,ING,ING Basın Bültenleri 2026,Resmi Basın Bülteni Sayfası,https://www.ing.com.tr/tr/ing/basin-odasi/basin-bultenleri/2026,static_scrape,Weekly,Yüksek,İş Birlikleri; Kampanyalar; KOBİ Kredileri; Ödemeler ve POS,True,"Dated source surface detected; page_date_count=61, dated_link_count=44.",weekly_development,KOBİ Rakip Banka,A,Orta,Valid weekly source,static_scrape,True,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-084,Tier 1,ing,ING,ING Üye İşyeri,Resmi POS Sayfası,https://www.ing.com.tr/tr/isiniz-icin/uye-isyeri,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-085,Tier 1,ing,ING,ING POS Ürünleri,Resmi POS Sayfası,https://www.ing.com.tr/tr/isiniz-icin/uye-isyeri/pos-urunleri,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-086,Tier 1,teb,TEB,TEB Basın Açıklamaları,Resmi Basın Bülteni Sayfası,https://www.teb.com.tr/teb-hakkinda/basin-aciklamalari/,manual,Weekly,Yüksek,İş Birlikleri; Kampanyalar; KOBİ Kredileri; Ödemeler ve POS,False,"Dated source surface detected; page_date_count=21, dated_link_count=22.",manual,KOBİ Rakip Banka,A,Yüksek,Item-level discovery failed,manual,False,,,,,,,"Batch A item-level dry-run found navigation/investor links, not reliable current TEB press items; stop before Claude.",2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-087,Tier 1,teb,TEB,CEPTETEB İşte Kampanyaları,Resmi Kampanya Sayfası,https://www.cepteteb.com.tr/kampanyalar/cepteteb-iste-kampanyalari,manual,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,manual,KOBİ Rakip Banka,A,Yüksek,Disabled by Batch A exact-source review,manual,False,,,,,,,Not approved by focused Batch A exact URL validation.,2026-06-25T11:48:37.558536+00:00,,,,,,,,,,,,,,,
REG-088,Tier 1,teb,TEB,TEB POS,Resmi POS Sayfası,https://www.teb.com.tr/tebpos/,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Ticari Kartlar; KOBİ; Tahsilat; Kampanyalar,True,,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T11:48:37.558536+00:00,,,,,,,,,,,,,,,
REG-089,Tier 1,sekerbank,Şekerbank,Şekerbank Esnaf KOBİ Kampanyalar,Resmi Kampanya Sayfası,https://www.sekerbank.com.tr/esnaf-kobi/kampanyalar,manual,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,weekly_development,KOBİ Rakip Banka,B,Orta,Disabled by Batch B exact-source review,manual,False,,,,,,,Not approved by focused Batch B exact URL validation.,2026-06-25T11:48:52.710967+00:00,,,,,,,,,,,,,,,
REG-090,Tier 1,sekerbank,Şekerbank,Şekerbank POS Kampanyaları,Resmi Kampanya Sayfası,https://www.sekerbank.com.tr/esnaf-kobi/uye-isyeri-pos/pos-kampanyalari,manual,Weekly,Yüksek,Ödemeler ve POS; Ticari Kartlar; KOBİ; Tahsilat; Kampanyalar,False,,weekly_development,KOBİ Rakip Banka,B,Orta,Disabled by Batch B exact-source review,manual,False,,,,,,,Not approved by focused Batch B exact URL validation.,2026-06-25T11:48:52.710967+00:00,,,,,,,,,,,,,,,
REG-091,Tier 1,sekerbank,Şekerbank,Şekerbank Ticari Kartlar,Resmi POS Sayfası,https://www.sekerbank.com.tr/ticari-kartlar,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Ticari Kartlar; KOBİ; Tahsilat; Kampanyalar,True,,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T11:48:52.710967+00:00,,,,,,,,,,,,,,,
REG-092,Tier 1,fibabanka,Fibabanka,Fibabanka Kampanyalar,Resmi Kampanya Sayfası,https://www.fibabanka.com.tr/kampanyalar,manual,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,weekly_development,KOBİ Rakip Banka,B,Orta,Disabled by Batch B exact-source review,manual,False,,,,,,,Superseded by exact current campaign URL REG-148.,2026-06-25T11:48:52.710967+00:00,,,,,,,,,,,,,,,
REG-093,Tier 1,fibabanka,Fibabanka,Fibabanka Business Kredi Kartı,Resmi KOBİ Sayfası,https://www.fibabanka.com.tr/kucuk-isletme-ve-tarim/business-kredi-karti,static_scrape,Weekly,Yüksek,Ticari Kartlar; KOBİ Kredileri; Kampanyalar,True,,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T11:48:52.710967+00:00,,,,,,,,,,,,,,,
REG-094,Tier 1,anadolubank,Anadolubank,Anadolubank Kampanyalar,Resmi Kampanya Sayfası,https://www.anadolubank.com.tr/kampanyalar,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,weekly_development,KOBİ Rakip Banka,B,Orta,Static/no dated links,static_scrape,False,,,,,,,No dated detail links detected for recent-development flow.,2026-06-25T11:48:52.710967+00:00,,,,,,,,,,,,,,,
REG-095,Tier 1,anadolubank,Anadolubank,Anadolubank POS,Resmi POS Sayfası,https://www.anadolubank.com.tr/isiniz-icin/pos,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Ticari Kartlar; KOBİ; Tahsilat; Kampanyalar,True,,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T11:48:52.710967+00:00,,,,,,,,,,,,,,,
REG-096,Tier 2,odeabank,Odeabank,Odeabank Basın Bültenleri,Resmi Basın Bülteni Sayfası,https://www.odeabank.com.tr/hakkimizda/basin-bultenleri,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Kampanyalar; İş Birlikleri; Dijital KOBİ Yolculuğu,True,Dated item surface plus SME/commercial evidence detected; page_date_count=26.,weekly_development,KOBİ Rakip Banka,B,Yüksek,Kısmen Doğrulandı,static_scrape,False,False,Kaynak Geliştirme Gerekli,,,,,Ticari içerik bulunuyor; yayın tarihi ve otomatik tarih eşleştirme kalitesi Claude akışı için yeterli değil.,2026-06-26T06:28:27.901797+00:00,,,,,,,,,,,,,,,
REG-097,Tier 2,odeabank,Odeabank,Odeabank Ticari,Resmi KOBİ Sayfası,https://www.odeabank.com.tr/ticari,static_scrape,Weekly,Yüksek,Nakit Yönetimi; Dış Ticaret; Dijital KOBİ Yolculuğu,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-098,Tier 1,burgan_bank,Burgan Bank,Burgan Bank Basın Odası,Resmi Basın Bülteni Sayfası,https://www.burgan.com.tr/basin-odasi,static_scrape,Weekly,Yüksek,İş Birlikleri; Kampanyalar; KOBİ Kredileri; Ödemeler ve POS,True,,weekly_development,KOBİ Rakip Banka,C,Düşük,Historical archive only,static_scrape,False,False,Kaynak Geliştirme Gerekli,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,,,Basın odası yapısal olarak geçerli; mevcut akışta güncel ve açık ticari/KOBİ aday kalitesi yeterli değil.,2026-06-26T08:32:29.946643+00:00,,,,,,,,,,,,,,,
REG-099,Tier 1,hsbc,HSBC,HSBC Türkiye,Resmi KOBİ Sayfası,https://www.hsbc.com.tr/,manual,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,manual,Toptan / Kurumsal Banka,C,Düşük,Disabled by Batch C1 exact-source review,manual,False,False,Toptan / Kurumsal Banka,Büyük Kurumsal / Toptan,Toptan / Kurumsal Banka,,,Broad HSBC root yerine exact business/benchmark kaynakları aktive edildi.,2026-06-26T08:32:29.946643+00:00,,,,,,,,,,,,,,,
REG-100,Tier 1,enpara,Enpara,Enpara Şirketim,Resmi KOBİ Sayfası,https://www.enpara.com/sirketim,static_scrape,Weekly,Yüksek,Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,KOBİ Rakip Banka,C,Yüksek,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,KOBİ,Dijital / Gelişen Oyuncu,Enpara,Enpara Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-101,Tier 1,enpara,Enpara,Enpara Şirketim Kampanyalar,Resmi Kampanya Sayfası,https://www.enpara.com/sirketim/kampanyalar,static_scrape,Weekly,Yüksek,Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,"Campaign feed has item-level Şirketim URLs; detail pages must use start date, not end date.",weekly_development,KOBİ Rakip Banka,C,Yüksek,Valid weekly source with date-range detail pages,static_scrape,True,False,Aktif,KOBİ,Dijital / Gelişen Oyuncu,Enpara,Enpara Bank A.Ş.,,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-102,Tier 1,t_bank,T-Bank,T-Bank Hakkında,Resmi Kurumsal Sayfa,https://www.tbank.com.tr/hakkimizda/detay/T-Bank-Hakkinda/9/1/0,static_scrape,Weekly,Yüksek,Ticari Krediler; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Kısmi Kapsam,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,T-Bank,Turkland Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-103,Tier 1,turkish_bank,TurkishBank,TurkishBank Ana Site,Resmi Site,https://www.turkishbank.com/,static_scrape,Weekly,Yüksek,Ticari / Kurumsal Bankacılık; Teknoloji Bankacılığı; Finansal Kurumlar,False,Generic homepage with repeated widgets.,manual,Kısmi Kapsam,C,Orta,Structural / ignored,static_scrape,False,False,Kaynak Geliştirme Gerekli,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,TurkishBank,Turkish Bank A.Ş.,Generic homepage with repeated widgets.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-104,Tier 1,turk_ticaret_bankasi,Türk Ticaret Bankası,Türk Ticaret Bankası Ana Site,Resmi Site,https://www.turkticaretbankasi.com.tr/,static_scrape,Weekly,Yüksek,İhracat Finansmanı; Dış Ticaret; İşletme Sermayesi; Şubeleşme,False,Generic homepage.,manual,Ticari / İhracat Bankası,C,Yüksek,Structural / ignored,static_scrape,False,False,Kaynak Geliştirme Gerekli,Ticari / İhracat,Ticari / İhracat Bankası,Türk Ticaret Bankası,Türk Ticaret Bankası A.Ş.,Generic homepage.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-105,Tier 1,colendi_bank,Colendi Bank,Colendi Bank Basında Biz,Resmi Basın Bülteni Sayfası,https://www.colendibank.com/basinda-biz/,static_scrape,Weekly,Yüksek,İş Birlikleri; Kampanyalar; KOBİ Kredileri; Ödemeler ve POS,False,,weekly_development,KOBİ Rakip Banka,Validate-only,Belirsiz,Valid weekly source,static_scrape,False,,,,,,,Validation-only source; not activated for MVP until SME relevance is accepted.,2026-06-25T11:50:45.598526+00:00,,,,,,,,,,,,,,,
REG-106,Tier 1,fups_bank,FUPS Bank,FUPS Bank,Resmi KOBİ Sayfası,https://www.fupsbank.com/,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,benchmark_fact,KOBİ Rakip Banka,Validate-only,Belirsiz,Valid benchmark-only source,static_scrape,False,,,,,,,Validate only; product scope appears retail/digital wallet.,2026-06-25T11:50:45.598526+00:00,,,,,,,,,,,,,,,
REG-107,Tier 1,icbc_turkey,ICBC Turkey,ICBC Turkey,Resmi KOBİ Sayfası,https://www.icbc.com.tr/,manual,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,benchmark_fact,KOBİ Rakip Banka,Validate-only,Belirsiz,Manual source,manual,False,,,,,,,Static request blocked or browser challenge detected.,2026-06-25T11:50:45.598526+00:00,,,,,,,,,,,,,,,
REG-108,Tier 1,arap_turk_bankasi,Arap Türk Bankası,Arap Türk Bankası,Resmi KOBİ Sayfası,https://www.atbank.com.tr/,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,benchmark_fact,KOBİ Rakip Banka,Validate-only,Belirsiz,Valid benchmark-only source,static_scrape,False,,,,,,,Validate only; SME weekly source not proven.,2026-06-25T11:50:45.598526+00:00,,,,,,,,,,,,,,,
REG-109,Tier 1,bank_of_china_turkey,Bank of China Turkey,Bank of China Turkey,Resmi KOBİ Sayfası,https://www.bankofchina.com/tr/tr/,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,benchmark_fact,KOBİ Rakip Banka,Validate-only,Belirsiz,Valid benchmark-only source,static_scrape,False,,,,,,,Validate only; SME weekly source not proven.,2026-06-25T11:50:45.598526+00:00,,,,,,,,,,,,,,,
REG-110,Tier 1,citibank,Citibank,Citibank manual registry placeholder,Resmi KOBİ Sayfası,https://www.citibank.com.tr/,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,,,,,,,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00,,,,,,,,,,,,,,,
REG-111,Tier 1,deutsche_bank,Deutsche Bank,Deutsche Bank manual registry placeholder,Resmi KOBİ Sayfası,https://country.db.com/turkey/,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,,,,,,,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00,,,,,,,,,,,,,,,
REG-112,Tier 1,jpmorgan_chase_bank,JPMorgan Chase Bank,JPMorgan Chase Bank manual registry placeholder,Resmi KOBİ Sayfası,https://www.jpmorgan.com/TR/en/about-us,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,,,,,,,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00,,,,,,,,,,,,,,,
REG-113,Tier 1,mufg_bank_turkey,MUFG Bank Turkey,MUFG Bank Turkey manual registry placeholder,Resmi KOBİ Sayfası,https://www.mufg.com.tr/,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,,,,,,,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00,,,,,,,,,,,,,,,
