source_id,tier,institution_id,institution_name,source_name,source_type,url,collection_method,update_frequency,reliability_level,strategic_themes,active,notes,extraction_mode,coverage_scope,coverage_priority,sme_relevance,source_validation_status,collector_capability,mvp_active,exclusion_reason,last_validated_at
REG-072,Tier 1,mastercard,Mastercard,Mastercard EEMEA News Briefs,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/eemea/en/newsroom/news-briefs/,manual,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Gömülü Finans; İş Birlikleri,False,Disabled for static collector: official Mastercard page returns 403 to requests-based scraping; keep as manual reference until browser collector exists.,weekly_development,Global Ödeme Ağı,Current,Yüksek,Manual source,manual,False,,
REG-073,Tier 1,mastercard,Mastercard,Mastercard EEMEA Perspectives,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/eemea/en/perspectives/,manual,Weekly,Yüksek,Global İyi Uygulama; Dijital KOBİ Yolculuğu; Ödemeler ve POS; Gömülü Finans,False,Disabled for static collector: official Mastercard page returns 403 to requests-based scraping; keep as manual reference until browser collector exists.,weekly_development,Global Ödeme Ağı,Current,Yüksek,Manual source,manual,False,,
REG-074,Tier 1,bkm,BKM,BKM Basın Bültenleri,Sektör Birliği,https://bkm.com.tr/basin-bultenleri/,manual,Weekly,Yüksek,Ödemeler ve POS; TROY; Regülasyon; İş Birlikleri,False,Disabled for static collector: BKM page returns a small JS/app shell with no useful static links; requires browser or JS-aware collection.,weekly_development,Regülasyon / Haber,Existing,Orta,Manual source,manual,False,,
REG-075,Tier 1,bkm,BKM,BKM Haberler,Sektör Birliği,https://bkm.com.tr/haberler/,manual,Weekly,Yüksek,Ödemeler ve POS; TROY; Regülasyon; İş Birlikleri,False,Disabled for static collector: BKM page returns a small JS/app shell with no useful static links; requires browser or JS-aware collection.,weekly_development,Regülasyon / Haber,Existing,Orta,Manual source,manual,False,,
REG-076,Tier 1,bkm,BKM,BKM Duyurular,Sektör Birliği,https://bkm.com.tr/duyurular/,manual,Weekly,Yüksek,Ödemeler ve POS; TROY; Regülasyon; İş Birlikleri,False,Disabled for static collector: BKM page returns a small JS/app shell with no useful static links; requires browser or JS-aware collection.,weekly_development,Regülasyon / Haber,Existing,Orta,Manual source,manual,False,,
REG-077,Tier 1,troy,TROY,TROY Haberler,Sektör Birliği,https://www.troyodeme.com/haberler/,manual,Weekly,Yüksek,TROY; Ödemeler ve POS; Yerel Kart Şeması; İş Birlikleri,False,Disabled for static collector: validation returned 404; keep as manual placeholder until official news URL is confirmed.,weekly_development,Regülasyon / Haber,Existing,Orta,Manual source,manual,False,,
REG-078,Tier 1,alternatif_bank,Alternatif Bank,Alternatif Bank Basın Odası,Resmi Basın Bülteni Sayfası,https://www.alternatifbank.com.tr/hakkimizda/basin-odasi,static_scrape,Weekly,Yüksek,İş Birlikleri; Kampanyalar; KOBİ Kredileri; Ödemeler ve POS,True,,weekly_development,KOBİ Rakip Banka,A,Orta,Valid weekly source,static_scrape,True,,2026-06-25T11:48:37.558536+00:00
REG-079,Tier 1,alternatif_bank,Alternatif Bank,Alternatif Bank Kampanyalar,Resmi Kampanya Sayfası,https://www.alternatifbank.com.tr/kampanyalar,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,,weekly_development,KOBİ Rakip Banka,A,Orta,Valid weekly source,static_scrape,True,,2026-06-25T11:48:37.558536+00:00
REG-080,Tier 1,denizbank,DenizBank,DenizBank Medya Merkezi / Basında DenizBank,Resmi Basın Bülteni Sayfası,https://www.denizbank.com/hakkimizda/medya-merkezi/basinda-denizbank,static_scrape,Weekly,Yüksek,İş Birlikleri; Kampanyalar; KOBİ Kredileri; Ödemeler ve POS,True,,weekly_development,KOBİ Rakip Banka,A,Yüksek,Valid weekly source,static_scrape,True,,2026-06-25T11:48:37.558536+00:00
REG-081,Tier 1,denizbank,DenizBank,DenizBank Kampanyalar,Resmi Kampanya Sayfası,https://www.denizbank.com/kampanya,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,,weekly_development,KOBİ Rakip Banka,A,Yüksek,Valid weekly source,static_scrape,True,,2026-06-25T11:48:37.558536+00:00
REG-082,Tier 1,denizbank,DenizBank,DenizBank POS Ürünleri,Resmi POS Sayfası,https://www.denizbank.com/isim-icin/kobi-bankaciligi/uye-isyeri-ve-pos-islemleri/pos-urunleri,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Ticari Kartlar; KOBİ; Tahsilat; Kampanyalar,True,,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,2026-06-25T11:48:37.558536+00:00
REG-083,Tier 1,ing,ING,ING Basın Bültenleri 2026,Resmi Basın Bülteni Sayfası,https://www.ing.com.tr/tr/ing/basin-odasi/basin-bultenleri/2026,static_scrape,Weekly,Yüksek,İş Birlikleri; Kampanyalar; KOBİ Kredileri; Ödemeler ve POS,True,,weekly_development,KOBİ Rakip Banka,A,Orta,Valid weekly source,static_scrape,True,,2026-06-25T11:48:37.558536+00:00
REG-084,Tier 1,ing,ING,ING Üye İşyeri,Resmi POS Sayfası,https://www.ing.com.tr/tr/isiniz-icin/uye-isyeri,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Ticari Kartlar; KOBİ; Tahsilat; Kampanyalar,True,,benchmark_fact,KOBİ Rakip Banka,A,Orta,Valid benchmark-only source,static_scrape,False,,2026-06-25T11:48:37.558536+00:00
REG-085,Tier 1,ing,ING,ING POS Ürünleri,Resmi POS Sayfası,https://www.ing.com.tr/tr/isiniz-icin/uye-isyeri/pos-urunleri,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Ticari Kartlar; KOBİ; Tahsilat; Kampanyalar,True,,benchmark_fact,KOBİ Rakip Banka,A,Orta,Valid benchmark-only source,static_scrape,False,,2026-06-25T11:48:37.558536+00:00
REG-086,Tier 1,teb,TEB,TEB Basın Açıklamaları,Resmi Basın Bülteni Sayfası,https://www.teb.com.tr/teb-hakkinda/basin-aciklamalari/,static_scrape,Weekly,Yüksek,İş Birlikleri; Kampanyalar; KOBİ Kredileri; Ödemeler ve POS,True,,weekly_development,KOBİ Rakip Banka,A,Yüksek,Valid weekly source,static_scrape,True,,2026-06-25T11:48:37.558536+00:00
REG-087,Tier 1,teb,TEB,CEPTETEB İşte Kampanyaları,Resmi Kampanya Sayfası,https://www.cepteteb.com.tr/kampanyalar/cepteteb-iste-kampanyalari,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,,weekly_development,KOBİ Rakip Banka,A,Yüksek,Valid weekly source,static_scrape,True,,2026-06-25T11:48:37.558536+00:00
REG-088,Tier 1,teb,TEB,TEB POS,Resmi POS Sayfası,https://www.teb.com.tr/tebpos/,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Ticari Kartlar; KOBİ; Tahsilat; Kampanyalar,True,,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,2026-06-25T11:48:37.558536+00:00
REG-089,Tier 1,sekerbank,Şekerbank,Şekerbank Esnaf KOBİ Kampanyalar,Resmi Kampanya Sayfası,https://www.sekerbank.com.tr/esnaf-kobi/kampanyalar,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,,weekly_development,KOBİ Rakip Banka,B,Orta,Valid weekly source,static_scrape,True,,2026-06-25T11:48:52.710967+00:00
REG-090,Tier 1,sekerbank,Şekerbank,Şekerbank POS Kampanyaları,Resmi Kampanya Sayfası,https://www.sekerbank.com.tr/esnaf-kobi/uye-isyeri-pos/pos-kampanyalari,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Ticari Kartlar; KOBİ; Tahsilat; Kampanyalar,True,,weekly_development,KOBİ Rakip Banka,B,Orta,Valid weekly source,static_scrape,True,,2026-06-25T11:48:52.710967+00:00
REG-091,Tier 1,sekerbank,Şekerbank,Şekerbank Ticari Kartlar,Resmi POS Sayfası,https://www.sekerbank.com.tr/ticari-kartlar,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Ticari Kartlar; KOBİ; Tahsilat; Kampanyalar,True,,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,2026-06-25T11:48:52.710967+00:00
REG-092,Tier 1,fibabanka,Fibabanka,Fibabanka Kampanyalar,Resmi Kampanya Sayfası,https://www.fibabanka.com.tr/kampanyalar,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,,weekly_development,KOBİ Rakip Banka,B,Orta,Valid weekly source,static_scrape,True,,2026-06-25T11:48:52.710967+00:00
REG-093,Tier 1,fibabanka,Fibabanka,Fibabanka Business Kredi Kartı,Resmi KOBİ Sayfası,https://www.fibabanka.com.tr/kucuk-isletme-ve-tarim/business-kredi-karti,static_scrape,Weekly,Yüksek,Ticari Kartlar; KOBİ Kredileri; Kampanyalar,True,,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,2026-06-25T11:48:52.710967+00:00
REG-094,Tier 1,anadolubank,Anadolubank,Anadolubank Kampanyalar,Resmi Kampanya Sayfası,https://www.anadolubank.com.tr/kampanyalar,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,weekly_development,KOBİ Rakip Banka,B,Orta,Static/no dated links,static_scrape,False,No dated detail links detected for recent-development flow.,2026-06-25T11:48:52.710967+00:00
REG-095,Tier 1,anadolubank,Anadolubank,Anadolubank POS,Resmi POS Sayfası,https://www.anadolubank.com.tr/isiniz-icin/pos,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Ticari Kartlar; KOBİ; Tahsilat; Kampanyalar,True,,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,2026-06-25T11:48:52.710967+00:00
REG-096,Tier 1,odeabank,Odeabank,Odeabank Basın Bültenleri,Resmi Basın Bülteni Sayfası,https://www.odeabank.com.tr/hakkimizda/basin-bultenleri,static_scrape,Weekly,Yüksek,İş Birlikleri; Kampanyalar; KOBİ Kredileri; Ödemeler ve POS,True,,weekly_development,KOBİ Rakip Banka,B,Orta,Valid weekly source,static_scrape,True,,2026-06-25T11:48:52.710967+00:00
REG-097,Tier 1,odeabank,Odeabank,Odeabank Ticari,Resmi KOBİ Sayfası,https://www.odeabank.com.tr/ticari,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,2026-06-25T11:48:52.710967+00:00
REG-098,Tier 1,burgan_bank,Burgan Bank,Burgan Bank Basın Odası,Resmi Basın Bülteni Sayfası,https://www.burgan.com.tr/basin-odasi,static_scrape,Weekly,Yüksek,İş Birlikleri; Kampanyalar; KOBİ Kredileri; Ödemeler ve POS,True,,weekly_development,KOBİ Rakip Banka,C,Düşük,Valid weekly source,static_scrape,True,,2026-06-25T11:49:14.249478+00:00
REG-099,Tier 1,hsbc,HSBC,HSBC Türkiye,Resmi KOBİ Sayfası,https://www.hsbc.com.tr/,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,,benchmark_fact,KOBİ Rakip Banka,C,Düşük,Valid benchmark-only source,static_scrape,False,No clear SME weekly-development source validated yet.,2026-06-25T11:49:14.249478+00:00
REG-100,Tier 1,enpara,Enpara,Enpara Şirketim,Resmi KOBİ Sayfası,https://www.enpara.com/sirketim,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,,benchmark_fact,KOBİ Rakip Banka,C,Orta,Valid benchmark-only source,static_scrape,False,,2026-06-25T11:49:14.249478+00:00
REG-101,Tier 1,enpara,Enpara,Enpara Şirketim Kampanyalar,Resmi Kampanya Sayfası,https://www.enpara.com/sirketim/kampanyalar,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,weekly_development,KOBİ Rakip Banka,C,Orta,Static/no dated links,static_scrape,False,No dated detail links detected for recent-development flow.,2026-06-25T11:49:14.249478+00:00
REG-102,Tier 1,tbank,T-Bank,T-Bank Ana Sayfa,Resmi KOBİ Sayfası,https://www.tbank.com.tr/,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,,benchmark_fact,KOBİ Rakip Banka,C,Düşük,Valid benchmark-only source,static_scrape,False,Direct weekly-development source not confirmed.,2026-06-25T11:49:14.249478+00:00
REG-103,Tier 1,turkish_bank,Turkish Bank,Turkish Bank Ana Sayfa,Resmi KOBİ Sayfası,https://www.turkishbank.com/,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,,benchmark_fact,KOBİ Rakip Banka,C,Düşük,Valid benchmark-only source,static_scrape,False,Direct weekly-development source not confirmed.,2026-06-25T11:49:14.249478+00:00
REG-104,Tier 1,turk_ticaret_bankasi,Türk Ticaret Bankası,Türk Ticaret Bankası Ana Sayfa,Resmi KOBİ Sayfası,https://www.turkticaretbankasi.com.tr/,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,,benchmark_fact,KOBİ Rakip Banka,C,Düşük,Valid benchmark-only source,static_scrape,False,Direct weekly-development source not confirmed.,2026-06-25T11:49:14.249478+00:00
REG-105,Tier 1,colendi_bank,Colendi Bank,Colendi Bank Basında Biz,Resmi Basın Bülteni Sayfası,https://www.colendibank.com/basinda-biz/,static_scrape,Weekly,Yüksek,İş Birlikleri; Kampanyalar; KOBİ Kredileri; Ödemeler ve POS,False,,weekly_development,KOBİ Rakip Banka,Validate-only,Belirsiz,Valid weekly source,static_scrape,False,Validation-only source; not activated for MVP until SME relevance is accepted.,2026-06-25T11:50:45.598526+00:00
REG-106,Tier 1,fups_bank,FUPS Bank,FUPS Bank,Resmi KOBİ Sayfası,https://www.fupsbank.com/,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,benchmark_fact,KOBİ Rakip Banka,Validate-only,Belirsiz,Valid benchmark-only source,static_scrape,False,Validate only; product scope appears retail/digital wallet.,2026-06-25T11:50:45.598526+00:00
REG-107,Tier 1,icbc_turkey,ICBC Turkey,ICBC Turkey,Resmi KOBİ Sayfası,https://www.icbc.com.tr/,manual,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,benchmark_fact,KOBİ Rakip Banka,Validate-only,Belirsiz,Manual source,manual,False,Static request blocked or browser challenge detected.,2026-06-25T11:50:45.598526+00:00
REG-108,Tier 1,arap_turk_bankasi,Arap Türk Bankası,Arap Türk Bankası,Resmi KOBİ Sayfası,https://www.atbank.com.tr/,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,benchmark_fact,KOBİ Rakip Banka,Validate-only,Belirsiz,Valid benchmark-only source,static_scrape,False,Validate only; SME weekly source not proven.,2026-06-25T11:50:45.598526+00:00
REG-109,Tier 1,bank_of_china_turkey,Bank of China Turkey,Bank of China Turkey,Resmi KOBİ Sayfası,https://www.bankofchina.com/tr/tr/,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,False,,benchmark_fact,KOBİ Rakip Banka,Validate-only,Belirsiz,Valid benchmark-only source,static_scrape,False,Validate only; SME weekly source not proven.,2026-06-25T11:50:45.598526+00:00
REG-110,Tier 1,citibank,Citibank,Citibank manual registry placeholder,Resmi KOBİ Sayfası,https://www.citibank.com.tr/,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00
REG-111,Tier 1,deutsche_bank,Deutsche Bank,Deutsche Bank manual registry placeholder,Resmi KOBİ Sayfası,https://country.db.com/turkey/,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00
REG-112,Tier 1,jpmorgan_chase_bank,JPMorgan Chase Bank,JPMorgan Chase Bank manual registry placeholder,Resmi KOBİ Sayfası,https://www.jpmorgan.com/TR/en/about-us,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00
REG-113,Tier 1,mufg_bank_turkey,MUFG Bank Turkey,MUFG Bank Turkey manual registry placeholder,Resmi KOBİ Sayfası,https://www.mufg.com.tr/,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00
REG-114,Tier 1,intesa_sanpaolo,Intesa Sanpaolo,Intesa Sanpaolo manual registry placeholder,Resmi KOBİ Sayfası,https://www.intesasanpaolo.com.tr/,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00
REG-115,Tier 1,rabobank,Rabobank,Rabobank manual registry placeholder,Resmi KOBİ Sayfası,https://www.rabobank.com.tr/,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00
REG-116,Tier 1,soci_t_g_n_rale,Société Générale,Société Générale manual registry placeholder,Resmi KOBİ Sayfası,https://www.societegenerale.com.tr/,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00
REG-117,Tier 1,bank_mellat,Bank Mellat,Bank Mellat manual registry placeholder,Resmi KOBİ Sayfası,https://www.mellatbank.com.tr/,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00
